order_id,customer_id,order_date,amount,currency
130022,JK-16120,2025-08-10,74.94,USD
130113,AH-10030,2025-12-27,991.26,USD
130183,PO-18850,2025-11-13,614.0,USD
130204,DB-13120,2025-09-03,178.79,USD
130218,SG-20470,2025-03-23,65.43,USD
130253,PP-18955,2025-12-14,15.24,USD
130365,ZC-21910,2025-04-25,349.08,USD
130456,DS-13180,2025-08-21,667.38,USD
130554,FM-14290,2025-04-07,12.91,USD
130610,VP-21730,2025-07-05,19.0,USD
130659,MS-17365,2025-12-04,2422.05,USD
130736,JF-15490,2025-12-07,7.23,USD
130785,AG-10900,2025-09-05,733.28,USD
130792,RA-19915,2025-04-28,44.66,USD
130848,DG-13300,2025-10-25,640.57,USD
130855,RF-19840,2025-12-29,6.36,USD
130876,AZ-10750,2025-05-12,40.29,USD
130883,TB-21520,2025-09-26,412.66,USD
130890,JO-15280,2025-11-02,1038.84,USD
130974,MA-17560,2025-11-27,1288.01,USD
130995,QJ-19255,2025-11-01,4.95,USD
131072,KL-16645,2025-11-05,108.19,USD
131128,TB-21520,2025-10-19,37.88,USD
131338,NP-18325,2025-08-09,3724.17,USD
131352,GH-14485,2025-10-08,72.78,USD
131422,GB-14530,2025-11-05,207.0,USD
131457,MZ-17515,2025-10-31,14.28,USD
131534,AB-10165,2025-03-28,199.64,USD
131597,SP-20620,2025-09-14,170.14,USD
131758,KB-16315,2025-05-28,60.87,USD
131779,LE-16810,2025-06-12,29.9,USD
131856,JG-15160,2025-05-12,769.02,USD
131884,DK-13375,2025-12-06,653.4,USD
132080,DP-13105,2025-08-22,55.12,USD
132101,JO-15550,2025-03-19,453.58,USD
132136,FO-14305,2025-03-08,8.57,USD
132276,LC-16960,2025-02-23,37.78,USD
132318,TT-21220,2025-10-30,201.2,USD
132374,PS-19045,2025-02-22,87.3,USD
132388,KN-16390,2025-10-10,432.51,USD
132465,DM-13525,2025-09-11,1190.37,USD
132486,JF-15355,2025-10-23,1591.46,USD
132507,CC-12610,2025-07-30,67.97,USD
132570,KT-16480,2025-10-31,91.01,USD
132626,BT-11680,2025-07-09,1133.82,USD
132633,KH-16630,2025-02-03,13.35,USD
132815,RW-19540,2025-09-19,25.26,USD
132906,CC-12145,2025-09-10,51.52,USD
132941,MM-18280,2025-05-25,288.99,USD
132948,MV-17485,2025-03-27,83.7,USD
133025,MO-17800,2025-09-17,35.64,USD
133242,KH-16510,2025-06-18,1046.47,USD
133396,GK-14620,2025-08-13,71.15,USD
133445,JF-15490,2025-10-05,357.46,USD
133452,ZC-21910,2025-04-13,910.79,USD
133494,RP-19390,2025-03-01,3.55,USD
133536,JH-15820,2025-03-28,25.21,USD
133585,CM-12715,2025-03-01,1411.66,USD
133627,SC-20050,2025-05-31,22.2,USD
133837,TH-21100,2025-04-13,10.74,USD
133977,AT-10435,2025-09-06,3.78,USD
134075,HA-14905,2025-12-12,526.88,USD
134082,JK-15640,2025-12-11,110.53,USD
134117,PG-18895,2025-12-17,495.21,USD
134201,EH-14125,2025-04-10,156.71,USD
134719,JD-15790,2025-10-10,1801.63,USD
134747,DL-12925,2025-10-12,453.46,USD
134782,MD-17350,2025-12-27,105.42,USD
134859,JK-16120,2025-10-04,85.68,USD
134894,DK-12985,2025-12-07,436.86,USD
134922,KB-16240,2025-11-07,24.4,USD
134943,SU-20665,2025-12-05,168.08,USD
134992,MG-17875,2025-09-22,88.42,USD
135020,MS-17770,2025-05-28,632.86,USD
135174,BP-11230,2025-04-30,1125.27,USD
135251,RP-19270,2025-08-06,467.65,USD
135272,MS-17830,2025-12-07,79.92,USD
135314,MC-17575,2025-07-09,296.98,USD
135363,CK-12205,2025-03-28,20.78,USD
135391,FA-14230,2025-02-09,88.97,USD
135489,GW-14605,2025-09-19,307.85,USD
135510,TW-21025,2025-09-05,67.96,USD
135538,HR-14830,2025-12-24,883.84,USD
135545,KM-16720,2025-11-24,266.29,USD
135580,CL-12565,2025-12-30,3251.34,USD
135622,TT-21460,2025-12-08,2287.02,USD
135685,MP-18175,2025-11-16,2456.32,USD
135727,PS-18970,2025-05-11,0,USD
135853,CA-12775,2025-12-11,356.64,USD
136105,SZ-20035,2025-06-12,24.56,USD
136147,FM-14380,2025-11-13,233.06,USD
136196,TP-21415,2025-11-28,322.59,USD
136224,ML-18265,2025-05-31,11.3,USD
136378,CS-11845,2025-04-02,9.16,USD
136420,CS-12250,2025-11-20,153.8,USD
136469,TS-21370,2025-07-11,1250.59,USD
136658,BO-11425,2025-09-10,6.08,USD
136700,DB-13120,2025-12-06,9.86,USD
136728,AG-10900,2025-09-13,195.69,USD
136735,HA-14920,2025-07-26,167.86,USD
136798,DL-12925,2025-05-08,545.91,USD
136805,NM-18445,2025-05-23,1018.41,USD
137064,TS-21655,2025-02-06,692.21,USD
137071,ED-13885,2025-12-20,110.88,USD
137106,SC-20260,2025-03-31,79.96,USD
137113,TW-21025,2025-12-01,4631.72,USD
137225,JK-15640,2025-12-15,3.28,USD
137281,BF-10975,2025-06-13,6.48,USD
137302,BW-11110,2025-04-26,485.78,USD
137512,AG-10675,2025-05-07,259.94,USD
137526,PB-19150,2025-01-13,612.46,USD
137603,MH-17290,2025-09-19,8.4,USD
137708,NG-18430,2025-11-22,125.81,USD
137750,JF-15565,2025-06-25,204.85,USD
137897,PJ-18835,2025-11-14,134.5,USD
137925,JL-15235,2025-11-30,705.07,USD
137946,DB-13615,2025-09-01,1077.01,USD
137974,LL-16840,2025-04-16,2528.79,USD
138002,BT-11305,2025-09-06,197.92,USD
138009,SF-20965,2025-11-29,1542.47,USD
138219,BP-11095,2025-03-23,33.36,USD
138331,JK-15625,2025-08-07,106.8,USD
138457,AM-10705,2025-09-13,13.09,USD
138485,NP-18670,2025-02-27,592.81,USD
138492,FC-14335,2025-05-15,51.97,USD
138534,JM-15535,2025-07-17,215.02,USD
138625,EG-13900,2025-11-02,217.49,USD
138674,KB-16585,2025-11-14,285.85,USD
138898,JH-16180,2025-05-25,845.73,USD
138954,MH-17785,2025-11-15,247.42,USD
139094,MO-17800,2025-11-22,206.96,USD
139164,CS-12355,2025-06-23,366.99,USD
139248,RD-19930,2025-07-25,623.96,USD
139290,MY-17380,2025-10-26,5.76,USD
139374,AR-10345,2025-09-10,179.89,USD
139584,EM-13810,2025-08-24,310.36,USD
139731,JE-15745,2025-10-15,2989.04,USD
139738,DK-12895,2025-09-25,128.74,USD
139780,AH-10690,2025-12-31,128.04,USD
139850,GB-14575,2025-06-12,64.03,USD
139962,Dp-13240,2025-12-13,57.32,USD
140025,PF-19120,2025-04-07,847.2,USD
140144,SC-20770,2025-06-20,421.98,USD
140221,MS-17365,2025-03-05,283.05,USD
140375,SG-20470,2025-10-02,29.5,USD
140410,CM-12655,2025-11-03,1345.42,USD
140557,TN-21040,2025-09-07,559.93,USD
140718,FA-14230,2025-07-02,271.0,USD
140830,PS-18970,2025-11-30,98.3,USD
140921,AA-10375,2025-02-03,196.21,USD
140984,CC-12685,2025-09-14,1884.14,USD
141012,TG-21640,2025-06-09,545.31,USD
141040,TB-21250,2025-10-09,721.47,USD
141145,DB-13405,2025-09-17,87.17,USD
141243,AH-10465,2025-01-03,1933.63,USD
141250,PM-18940,2025-01-19,301.74,USD
141327,LR-16915,2025-11-30,484.15,USD
141565,BG-11035,2025-09-20,1664.13,USD
141740,JF-15490,2025-11-01,205.16,USD
141754,EM-14200,2025-12-20,11.7,USD
141768,NP-18685,2025-05-25,16.2,USD
141810,BB-10990,2025-11-02,374.08,USD
141936,PN-18775,2025-08-07,19.15,USD
142027,JK-15370,2025-04-09,369.91,USD
142041,EM-13810,2025-06-07,8.27,USD
142055,AB-10255,2025-05-08,41.73,USD
142139,SD-20485,2025-08-31,20.96,USD
142202,JR-16210,2025-09-18,788.83,USD
142237,CK-12595,2025-07-11,744.4,USD
142377,MS-17980,2025-12-04,85.96,USD
142419,SC-20380,2025-07-11,141.15,USD
142433,ES-14020,2025-04-20,117.46,USD
142454,RE-19450,2025-08-15,174.49,USD
142475,BS-11380,2025-12-03,590.35,USD
142601,DE-13255,2025-04-18,1110.04,USD
142692,AG-10495,2025-10-23,3.59,USD
142734,DM-13345,2025-04-16,127.76,USD
142755,CS-12355,2025-09-04,919.49,USD
142930,EB-14170,2025-11-28,335.52,USD
142937,SF-20065,2025-12-05,49.54,USD
142944,JL-15850,2025-03-06,1555.24,USD
142993,KA-16525,2025-10-12,99.86,USD
143077,SF-20965,2025-09-17,28.52,USD
143105,MA-17560,2025-12-10,1136.55,USD
143119,MC-17275,2025-09-24,517.5,USD
143147,PS-18760,2025-05-26,671.18,USD
143238,LO-17170,2025-09-06,50.95,USD
143364,TG-21310,2025-07-14,947.01,USD
143490,NP-18325,2025-12-06,339.33,USD
143532,DC-12850,2025-03-19,14.5,USD
143602,JS-15595,2025-04-25,15.33,USD
143616,SS-20140,2025-09-27,109.12,USD
143700,AS-10240,2025-07-26,11.41,USD
143882,DB-13360,2025-06-26,0,USD
143980,JK-15640,2025-12-25,414.96,USD
144043,AB-10165,2025-05-10,46.69,USD
144099,PO-19195,2025-11-29,4.73,USD
144190,NC-18415,2025-06-09,12.96,USD
144253,AS-10225,2025-05-04,29.48,USD
144267,NZ-18565,2025-08-21,695.37,USD
144274,PW-19240,2025-11-23,462.7,USD
144288,MB-17305,2025-12-25,19.58,USD
144302,ME-17320,2025-06-19,5.79,USD
144386,GT-14635,2025-11-05,25.34,USD
144519,AW-10930,2025-11-13,403.94,USD
144652,SN-20560,2025-11-20,19.46,USD
144722,MF-18250,2025-03-16,43.13,USD
144806,GH-14425,2025-12-06,757.71,USD
144890,SM-20320,2025-12-25,9.96,USD
145065,DK-13375,2025-12-12,35.54,USD
145184,JD-16150,2025-11-27,207.83,USD
145324,DH-13675,2025-11-15,0,USD
145352,CM-12385,2025-03-16,6412.77,USD
145394,MC-17605,2025-11-16,295.97,USD
145401,JP-15520,2025-01-30,14.3,USD
145415,RD-19660,2025-04-12,44.81,USD
145457,CP-12085,2025-03-24,51.59,USD
145485,JM-16195,2025-11-05,69.08,USD
145758,BF-11020,2025-10-30,1139.38,USD
145814,KD-16345,2025-11-19,867.74,USD
145821,JB-15400,2025-05-01,88.75,USD
145828,MB-17305,2025-10-05,58.34,USD
145835,BF-11170,2025-05-13,262.22,USD
145849,CT-11995,2025-09-15,236.7,USD
146038,SJ-20215,2025-02-09,203.92,USD
146087,PP-18955,2025-07-06,301.96,USD
146255,EM-14140,2025-03-07,888.29,USD
146262,VW-21775,2025-01-02,1816.7,USD
146290,SV-20815,2025-05-04,125.93,USD
146465,PB-18805,2025-11-20,24.19,USD
146563,CB-12025,2025-08-24,2645.02,USD
146675,SB-20185,2025-04-16,1483.53,USD
146696,RD-19480,2025-12-14,8.1,USD
146829,TS-21340,2025-03-10,1.22,USD
146948,MG-17890,2025-07-16,299.75,USD
147011,HR-14830,2025-06-18,13.63,USD
147102,NH-18610,2025-09-19,66.36,USD
147501,Co-12640,2025-08-02,564.77,USD
147529,DK-12835,2025-02-07,324.11,USD
147690,SC-20020,2025-11-10,577.58,USD
147788,TM-21010,2025-05-31,1745.71,USD
147816,CM-11935,2025-09-24,38.63,USD
147830,NF-18385,2025-12-15,4609.23,USD
147851,MP-17470,2025-12-03,10.75,USD
147879,CC-12220,2025-05-07,45.68,USD
148180,BP-11095,2025-07-26,131.48,USD
148250,RP-19270,2025-12-13,147.44,USD
148376,AG-10900,2025-12-27,128.52,USD
148432,MC-18130,2025-11-07,36.83,USD
148495,SF-20065,2025-08-13,34.72,USD
148628,KM-16375,2025-12-06,32.75,USD
148635,MH-18025,2025-07-25,1417.74,USD
148705,EB-14170,2025-03-12,5.04,USD
148712,JM-15535,2025-04-17,172.61,USD
148859,FH-14350,2025-12-28,24.82,USD
148873,EM-13960,2025-10-01,111.76,USD
148964,RD-19900,2025-05-26,20.24,USD
149083,SH-19975,2025-09-25,479.72,USD
149097,SV-20785,2025-10-20,439.54,USD
149300,BH-11710,2025-11-22,36.28,USD
149342,TS-21160,2025-04-20,896.31,USD
149384,EH-13945,2025-07-10,3.71,USD
149517,FC-14245,2025-09-19,60.84,USD
149566,GB-14530,2025-12-05,51.6,USD
149587,KB-16315,2025-01-31,109.19,USD
149601,TB-21625,2025-05-28,93.79,USD
149636,SP-20620,2025-01-06,31.54,USD
149650,RD-19660,2025-10-24,499.7,USD
149678,AW-10840,2025-04-13,14.17,USD
149713,TG-21640,2025-09-18,206.73,USD
149734,JC-16105,2025-09-03,200.98,USD
149748,EM-13825,2025-05-31,379.79,USD
149811,CS-12250,2025-01-04,72.24,USD
149846,SB-20185,2025-05-22,3862.1,USD
149909,RA-19915,2025-11-13,210.82,USD
149972,CD-12790,2025-09-21,670.38,USD
149993,GA-14725,2025-03-19,11.99,USD
150196,SR-20740,2025-07-02,21.38,USD
150308,RR-19525,2025-12-15,246.17,USD
150413,CS-11860,2025-10-19,1.89,USD
150441,RA-19285,2025-08-13,12.5,USD
150511,AB-10060,2025-09-18,18.54,USD
150560,SW-20455,2025-12-11,216.28,USD
150714,KH-16690,2025-10-26,1215.27,USD
150749,AS-10240,2025-03-29,6.12,USD
150770,LC-16870,2025-05-03,506.92,USD
150791,CC-12430,2025-09-06,271.76,USD
150875,HK-14890,2025-11-16,1001.2,USD
151043,MG-17680,2025-11-14,47.98,USD
151253,AZ-10750,2025-04-22,152.92,USD
151470,AM-10705,2025-09-20,45.58,USD
151547,AH-10465,2025-01-17,88.96,USD
151589,RE-19450,2025-12-27,479.09,USD
151624,VW-21775,2025-09-08,21.36,USD
151680,TC-21475,2025-11-19,156.16,USD
151722,IL-15100,2025-10-05,288.0,USD
151785,JJ-15445,2025-03-05,7.1,USD
151841,TC-21475,2025-04-27,49.4,USD
151869,CS-11950,2025-09-25,134.88,USD
152513,JP-16135,2025-07-04,25.14,USD
152527,CM-12190,2025-10-17,85.67,USD
152611,KA-16525,2025-02-20,315.47,USD
152681,SC-20260,2025-01-17,6.68,USD
152891,TB-21625,2025-10-25,313.63,USD
153038,RB-19645,2025-12-18,94.69,USD
153073,HA-14905,2025-11-13,19.25,USD
153108,SF-20200,2025-03-05,84.61,USD
153220,YC-21895,2025-11-12,17.27,USD
153325,ST-20530,2025-03-01,64.59,USD
153381,DE-13255,2025-09-24,1423.34,USD
153388,PC-19000,2025-08-01,1011.7,USD
153416,TS-21340,2025-11-24,568.86,USD
153423,SW-20455,2025-06-22,1217.57,USD
153535,SG-20470,2025-05-20,169.54,USD
153549,SL-20155,2025-03-29,1283.61,USD
153612,BT-11305,2025-12-22,17.12,USD
153626,EB-13870,2025-07-09,5.16,USD
153717,DL-13495,2025-12-25,255.58,USD
153738,AG-10270,2025-09-20,41.45,USD
153752,RO-19780,2025-12-06,191.33,USD
153794,SB-20290,2025-09-11,265.86,USD
153878,TS-21655,2025-04-25,330.15,USD
153906,MS-17980,2025-03-16,85.9,USD
154200,BG-11740,2025-06-18,51.98,USD
154284,SZ-20035,2025-12-21,1484.59,USD
154291,YS-21880,2025-07-25,457.04,USD
154326,RP-19855,2025-02-15,974.9,USD
154340,EK-13795,2025-11-29,61.93,USD
154620,LT-17110,2025-12-12,348.93,USD
154746,PJ-18835,2025-11-14,946.08,USD
154795,GZ-14470,2025-12-20,22.29,USD
154823,KN-16390,2025-08-21,637.27,USD
154886,SW-20455,2025-11-08,119.9,USD
154900,SS-20875,2025-02-25,25.87,USD
154921,EA-14035,2025-05-23,0,USD
154956,IM-15070,2025-07-04,1099.96,USD
154970,SR-20740,2025-01-05,61.58,USD
155040,AH-10210,2025-11-10,79.9,USD
155054,PS-19045,2025-06-13,106.08,USD
155068,RA-19285,2025-10-23,86.31,USD
155124,KS-16300,2025-03-15,16.78,USD
155145,KN-16450,2025-12-27,8.71,USD
155306,GA-14515,2025-04-17,2572.5,USD
155334,HA-14920,2025-07-30,248.74,USD
155453,RA-19885,2025-08-09,4.61,USD
155586,XP-21865,2025-12-12,59.59,USD
155600,RO-19780,2025-12-04,1798.52,USD
155635,ME-17725,2025-05-09,48.81,USD
155761,SC-20800,2025-12-11,226.96,USD
156013,TC-20980,2025-09-20,85.85,USD
156104,NP-18685,2025-12-06,1099.98,USD
156118,HG-14965,2025-12-08,15.7,USD
156146,AG-10495,2025-10-26,191.73,USD
156153,CW-11905,2025-05-31,8.32,USD
156328,RM-19375,2025-11-30,177.48,USD
156335,PO-19195,2025-09-25,201.74,USD
156377,TB-21625,2025-12-31,18.42,USD
156440,MH-17620,2025-12-05,44.46,USD
156482,IL-15100,2025-02-06,1558.42,USD
156510,EH-13990,2025-09-25,63.14,USD
156524,DL-12865,2025-11-20,19.65,USD
156566,EM-13960,2025-10-01,630.08,USD
156608,MT-18070,2025-10-24,3.59,USD
156734,BV-11245,2025-06-18,737.0,USD
156755,YS-21880,2025-01-12,465.18,USD
156853,HP-14815,2025-12-03,203.13,USD
156923,SP-20860,2025-02-16,35.88,USD
157028,MA-17995,2025-11-28,8.28,USD
157035,KB-16600,2025-12-09,37.42,USD
157084,JG-15160,2025-12-19,1941.81,USD
157133,LC-16885,2025-11-28,151.96,USD
157287,HR-14830,2025-12-22,501.81,USD
157322,RH-19600,2025-07-02,1305.81,USD
157343,HD-14785,2025-06-07,52.25,USD
157434,JK-15640,2025-04-29,8.77,USD
157770,RD-19585,2025-12-13,889.54,USD
157805,RH-19510,2025-08-31,555.96,USD
157812,DB-13210,2025-03-22,162.07,USD
157959,RW-19540,2025-02-03,150.61,USD
158148,JM-15865,2025-12-20,36.27,USD
158323,AB-10600,2025-11-30,18.8,USD
158351,BC-11125,2025-06-20,351.98,USD
158421,GB-14575,2025-09-21,3631.96,USD
158456,KT-16465,2025-12-24,65.86,USD
158491,BP-11155,2025-06-04,1220.95,USD
158554,CM-12190,2025-11-09,12.49,USD
158659,SC-20695,2025-11-10,785.73,USD
158701,JL-15175,2025-01-05,143.52,USD
158792,BD-11605,2025-12-26,22.2,USD
158918,AI-10855,2025-12-20,18.83,USD
158939,EA-14035,2025-11-26,599.99,USD
159380,CS-12505,2025-05-12,38.52,USD
159534,DH-13075,2025-03-20,1590.24,USD
159590,KC-16255,2025-07-18,6.34,USD
159779,SB-20185,2025-09-25,68.62,USD
159863,DS-13180,2025-09-04,147.82,USD
160059,TB-21190,2025-11-27,6.24,USD
160171,RM-19675,2025-10-19,1910.7,USD
160213,AR-10825,2025-03-08,19.44,USD
160227,ED-13885,2025-11-02,2883.45,USD
160472,RK-19300,2025-07-20,1362.16,USD
160696,CK-12760,2025-09-06,7.24,USD
160787,BM-11785,2025-09-25,3.25,USD
160794,MS-17980,2025-08-06,29.94,USD
160864,NF-18595,2025-05-03,15.24,USD
161214,SF-20965,2025-10-05,85.31,USD
161242,CG-12040,2025-06-01,11.76,USD
161263,TS-21160,2025-04-16,239.2,USD
161445,CC-12610,2025-09-07,154.81,USD
161452,CA-11965,2025-04-05,892.22,USD
161627,SJ-20215,2025-07-06,170.35,USD
161711,MC-17425,2025-11-28,130.4,USD
161718,SO-20335,2025-12-04,794.57,USD
161767,GK-14620,2025-11-20,479.99,USD
161795,AH-10075,2025-12-21,3.31,USD
161830,ME-17725,2025-09-24,56.0,USD
161998,DB-13120,2025-05-01,277.63,USD
162047,FH-14365,2025-11-03,1593.7,USD
162166,NM-18520,2025-09-08,75.11,USD
162201,AG-10495,2025-06-08,937.61,USD
162369,TT-21265,2025-08-15,323.1,USD
162376,HD-14785,2025-11-22,84.77,USD
162537,RD-19585,2025-10-28,104.51,USD
162544,SG-20080,2025-12-16,5.48,USD
162607,RO-19780,2025-05-12,14.59,USD
162621,CA-12055,2025-09-05,89.86,USD
162761,SC-20575,2025-10-09,50.46,USD
162782,PW-19240,2025-02-21,2541.98,USD
162887,SV-20785,2025-11-07,786.72,USD
162950,DW-13585,2025-06-28,548.34,USD
162964,MF-18250,2025-11-12,304.22,USD
163055,DS-13180,2025-08-09,646.63,USD
163090,GH-14665,2025-11-17,45.01,USD
163104,MC-18130,2025-03-19,11.96,USD
163181,AB-10105,2025-11-07,671.0,USD
163237,EM-14095,2025-08-07,572.03,USD
163440,RD-19900,2025-03-22,17.58,USD
163587,EP-13915,2025-03-14,688.46,USD
163734,KM-16375,2025-06-19,228.92,USD
163762,JE-15475,2025-11-27,29.79,USD
163895,NS-18640,2025-08-07,3.3,USD
163923,BD-11560,2025-05-30,151.96,USD
163965,SS-20875,2025-11-20,377.9,USD
164007,MG-17695,2025-06-08,145.5,USD
164084,AG-10525,2025-09-07,654.77,USD
164301,EB-13840,2025-03-26,3393.68,USD
164336,MW-18220,2025-07-05,73.78,USD
164427,AR-10405,2025-07-31,239.7,USD
164441,AC-10450,2025-11-08,70.21,USD
164497,AJ-10945,2025-11-28,49.81,USD
164539,PO-19180,2025-11-16,523.25,USD
164567,GK-14620,2025-06-15,225.58,USD
164623,MS-17770,2025-10-20,27.02,USD
164777,SC-20305,2025-01-27,3084.31,USD
164833,LL-16840,2025-06-04,18.3,USD
164882,SG-20080,2025-10-31,2818.39,USD
165050,AH-10210,2025-12-07,882.19,USD
165057,SC-20725,2025-09-11,189.99,USD
165085,BT-11485,2025-12-27,0,USD
165162,HG-15025,2025-05-14,1117.92,USD
165414,LS-17245,2025-12-21,52.78,USD
165554,AJ-10780,2025-05-18,10.86,USD
165624,FH-14350,2025-08-23,1142.43,USD
165799,SG-20470,2025-06-29,129.67,USD
165813,BM-11785,2025-03-20,32.23,USD
166135,SC-20440,2025-10-01,139.42,USD
166219,BP-11185,2025-08-28,1203.44,USD
166338,MP-18175,2025-12-06,16.31,USD
166464,PG-18895,2025-09-12,492.58,USD
166492,RP-19390,2025-04-07,53.35,USD
166583,VD-21670,2025-06-26,971.88,USD
166604,AH-10690,2025-05-15,19.73,USD
166800,AG-10300,2025-11-19,31.08,USD
166947,EB-13750,2025-06-05,1522.64,USD
166975,SH-20635,2025-11-26,692.47,USD
167010,VT-21700,2025-04-05,1636.36,USD
167255,RH-19510,2025-09-27,192.82,USD
167269,PB-19150,2025-06-16,6.21,USD
167374,GM-14500,2025-03-26,62.49,USD
167479,AI-10855,2025-03-14,19.44,USD
167696,BD-11500,2025-09-16,31.12,USD
167745,GB-14530,2025-09-18,52.98,USD
168004,DJ-13420,2025-10-04,432.23,USD
168088,CM-12655,2025-03-19,493.96,USD
168186,AB-10150,2025-09-10,14.94,USD
168207,LT-17110,2025-11-02,738.9,USD
168277,KB-16315,2025-05-29,12.39,USD
168459,MC-17275,2025-11-22,58.05,USD
168529,MB-17305,2025-10-08,145.9,USD
168564,TT-21220,2025-08-08,174.54,USD
168634,AF-10870,2025-12-06,7.78,USD
168746,SV-20365,2025-01-27,846.26,USD
168760,MM-18280,2025-09-22,67.58,USD
168767,DM-12955,2025-04-10,12.83,USD
168809,MC-18100,2025-08-25,34.96,USD
169201,HG-14965,2025-09-28,95.5,USD
169278,ME-18010,2025-05-21,26.98,USD
169299,DO-13435,2025-08-24,7.87,USD
169397,JB-15925,2025-12-24,690.71,USD
169537,JH-15820,2025-09-03,8.25,USD
169572,AG-10525,2025-09-06,46.62,USD
169656,EJ-13720,2025-08-13,465.15,USD
169677,KS-16300,2025-01-13,10.8,USD
169733,GM-14500,2025-10-22,10.95,USD
169740,LM-17065,2025-02-20,29.99,USD
169796,Dp-13240,2025-11-09,2339.84,USD
100041,BF-10975,2026-11-20,328.54,USD
100083,CD-11980,2026-11-24,24.78,USD
100153,KH-16630,2026-12-13,63.88,USD
100244,GM-14695,2026-09-20,475.69,USD
100300,MJ-17740,2026-06-24,5305.4,USD
100307,TC-21475,2026-12-15,19.44,USD
100468,AT-10435,2026-11-24,43.46,USD
100510,HM-14860,2026-05-12,641.98,USD
100587,SL-20155,2026-12-10,6.48,USD
100671,CS-12490,2026-11-01,122.84,USD
100790,JG-15805,2026-06-26,718.95,USD
100944,EH-13765,2026-09-24,868.14,USD
100965,RM-19375,2026-07-07,215.65,USD
100993,AZ-10750,2026-02-05,918.97,USD
101161,BW-11110,2026-10-13,279.67,USD
101168,SS-20140,2026-12-25,21.12,USD
101189,JB-15400,2026-02-04,0,USD
101329,MM-17920,2026-04-22,35.01,USD
101336,CK-12760,2026-11-13,279.81,USD
101343,RA-19885,2026-07-17,77.88,USD
101378,RH-19600,2026-07-14,31.9,USD
101385,JW-16075,2026-09-25,16.56,USD
101448,EB-13930,2026-02-27,62.5,USD
101469,KH-16360,2026-07-02,7.7,USD
101525,CM-12235,2026-05-01,154.57,USD
101546,GK-14620,2026-12-18,1793.98,USD
101623,RR-19525,2026-02-28,36.48,USD
101630,CK-12760,2026-02-19,37.82,USD
101651,SC-20305,2026-12-24,83.72,USD
101672,DB-12910,2026-10-03,1027.68,USD
101693,LC-17140,2026-06-25,129.76,USD
101742,CR-12580,2026-09-23,11.58,USD
101791,BS-11665,2026-05-27,1328.13,USD
101938,DW-13480,2026-01-07,34.58,USD
101966,BM-11785,2026-07-14,461.93,USD
101980,RP-19390,2026-08-19,493.67,USD
101987,HL-15040,2026-06-24,440.91,USD
102092,PM-18940,2026-12-09,1162.55,USD
102127,VP-21760,2026-06-26,198.67,USD
102134,SP-20545,2026-03-14,16.74,USD
102162,JF-15565,2026-09-11,1611.01,USD
102456,DL-12865,2026-02-27,187.97,USD
102498,JG-15160,2026-07-24,80.52,USD
102561,NK-18490,2026-07-18,313.84,USD
102596,RD-19810,2026-12-27,18.9,USD
102792,JC-15340,2026-12-13,9.84,USD
102813,EA-14035,2026-07-02,626.89,USD
102932,SD-20485,2026-09-19,58.71,USD
102981,MO-17500,2026-09-06,829.63,USD
103037,KH-16630,2026-07-25,15.71,USD
103107,RB-19465,2026-07-04,302.35,USD
103128,SC-20845,2026-11-11,14.11,USD
103163,FM-14290,2026-06-07,9.51,USD
103359,LC-16885,2026-12-22,25.58,USD
103709,LP-17095,2026-09-08,310.86,USD
103730,SC-20725,2026-06-12,536.25,USD
103891,KH-16690,2026-07-12,95.76,USD
103919,TP-21565,2026-10-03,38.08,USD
103947,BB-10990,2026-04-01,61.7,USD
103982,AA-10315,2026-03-03,4406.07,USD
104150,AG-10330,2026-08-03,273.7,USD
104157,MT-17815,2026-07-25,2503.47,USD
104276,HF-14995,2026-11-27,447.78,USD
104311,AS-10090,2026-05-02,36.65,USD
104633,EA-14035,2026-06-12,198.84,USD
104689,FH-14365,2026-12-01,23.04,USD
104969,EH-14125,2026-04-08,129.98,USD
104983,FM-14215,2026-07-03,136.31,USD
105018,SK-19990,2026-11-28,7.16,USD
105081,JE-15715,2026-12-25,2445.6,USD
105207,BO-11350,2026-01-03,1604.73,USD
105256,JK-15730,2026-05-20,1500.36,USD
105263,LM-17065,2026-08-06,38.34,USD
105277,LM-17065,2026-12-04,15.53,USD
105284,MG-17650,2026-11-24,4.42,USD
105291,SP-20920,2026-10-30,0,USD
105354,PW-19030,2026-12-02,115.84,USD
105459,NP-18700,2026-08-12,1980.19,USD
105473,BM-11785,2026-04-16,31.68,USD
105494,PC-18745,2026-11-10,248.41,USD
105585,RF-19735,2026-08-26,181.64,USD
105662,RB-19465,2026-05-05,270.73,USD
105732,AG-10270,2026-09-13,2374.73,USD
105746,BD-11605,2026-12-30,187.87,USD
105753,LC-16960,2026-10-20,61.1,USD
105760,KC-16255,2026-06-19,18.83,USD
105781,JF-15565,2026-02-16,416.62,USD
105816,JM-15265,2026-12-11,1045.21,USD
105900,BS-11590,2026-09-17,33.4,USD
105963,SC-20770,2026-11-15,99.39,USD
106075,HM-14980,2026-09-18,4.62,USD
106243,GM-14680,2026-09-30,523.92,USD
106278,BM-11140,2026-09-02,310.11,USD
106306,PG-18820,2026-03-08,10.67,USD
106341,LF-17185,2026-10-20,7.87,USD
106383,BT-11440,2026-03-19,79.52,USD
106397,MJ-17740,2026-07-07,58.94,USD
